"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.89913835428349e-09,0.545977984796968,0.623,0.517,2.60447833906438e-05,"B cell","HMGN1"
2.71642994552669e-09,1.03009668058493,0.266,0.152,3.7253120272953e-05,"B cell","RNASEH2B"
5.47123703960948e-09,1.12245760154233,0.304,0.189,7.50325447612044e-05,"B cell","TMEM243"
6.40718795265582e-09,1.08326504277357,0.257,0.145,8.78681755827219e-05,"B cell","POU2F2"
8.02293311744138e-09,1.01360369919236,0.254,0.148,0.000110026504772591,"B cell","DRAM2"
9.59689797500762e-09,0.392046878633994,0.819,0.723,0.000131611858829254,"B cell","RPSAP58"
9.64504426444385e-09,0.863395901836088,0.465,0.345,0.000132272137042583,"B cell","CD69"
3.38251599934899e-08,1.03863159968078,0.573,0.458,0.00046387824415072,"B cell","SELL"
4.0856219019183e-08,0.462797324120532,0.702,0.632,0.000560302187629076,"B cell","EIF4A2"
4.33219943896557e-08,0.427828997804693,0.792,0.747,0.000594117831059739,"B cell","TSC22D3"
2.07231036542813e-07,0.462893126414798,0.655,0.602,0.00284196643514814,"B cell","ATP6V1G1"
4.68032079534663e-07,0.842351169599499,0.357,0.257,0.00641859193873837,"B cell","SP100"
4.88910656055746e-07,0.798778997825228,0.325,0.23,0.0067049207371485,"B cell","ZFP36L1"
5.52071604877705e-07,0.251286747009339,0.88,0.808,0.00757110998929285,"B cell","ARPC3"
8.16064734225443e-07,0.647874904256107,0.605,0.539,0.0111915117651677,"B cell","CD53"
1.31053094111995e-06,1.11932497146814,0.292,0.207,0.017972621326519,"B cell","PAPOLA"
1.47171047067574e-06,0.313139994068493,0.912,0.876,0.0201830373948472,"B cell","BTG1"
3.11746718779419e-06,1.11432027189729,0.263,0.18,0.0427529450134095,"B cell","DCK"
3.35042929890676e-06,1.10548716323438,0.272,0.186,0.0459477874052073,"B cell","EZR"
5.00782986148157e-06,0.475490048571657,0.667,0.625,0.0686773787203582,"B cell","CCNI"
5.62489358245935e-06,0.878664611561333,0.287,0.201,0.0771397905898475,"B cell","HERPUD1"
6.13448809388045e-06,0.729865666280353,0.532,0.475,0.0841283697194765,"B cell","ANAPC16"
9.33768122532614e-06,0.747447963077243,0.357,0.273,0.128056960324123,"B cell","SP110"
9.83663620510559e-06,0.771492568232208,0.371,0.284,0.134899628916818,"B cell","PTPN6"
9.97285389956289e-06,0.656659060797476,0.594,0.557,0.136767718378605,"B cell","UCP2"
1.51806707092427e-05,0.490849773809124,0.596,0.558,0.208187718106554,"B cell","ERP29"
2.49578154069772e-05,0.431368031948938,0.769,0.758,0.342271480491286,"B cell","TXNIP"
3.066016114082e-05,0.414390986635373,0.725,0.705,0.420473449885206,"B cell","CIRBP"
3.07200278010297e-05,0.673967808453828,0.325,0.239,0.421294461263321,"B cell","RHOH"
3.30315986255201e-05,0.378413085224844,0.696,0.684,0.452995343550383,"B cell","NBEAL1"
3.85633690711668e-05,1.46547734285892,0.307,0.233,0.528858043441981,"B cell","RASGRP2"
4.76814725356121e-05,0.772345721747826,0.36,0.294,0.653903714353384,"B cell","FAM65B"
6.46443148932122e-05,0.929361792057184,0.289,0.216,0.886532134445512,"B cell","TAF7"
0.000106923210872713,0.83998733113883,0.374,0.31,1,"B cell","STK17A"
0.000132935699574721,0.369492361463725,0.652,0.635,1,"B cell","HNRNPA2B1"
0.000168039062975552,0.300351111204708,0.845,0.86,1,"B cell","RPL23"
0.000296004261150885,0.863847125162008,0.281,0.218,1,"B cell","TSTD1"
0.00032111957431202,0.607125082381018,0.33,0.262,1,"B cell","LSM7"
0.00048487204701791,0.906568730254716,0.266,0.204,1,"B cell","LSM10"
0.000543342128256559,0.679952334237367,0.275,0.212,1,"B cell","TCEA1"
0.00082564692415839,0.577686845126436,0.357,0.304,1,"B cell","EIF4G2"
0.000855740162896984,0.725533780242456,0.491,0.45,1,"B cell","UQCRH"
0.00104210344032019,0.273420725624832,0.246,0.361,1,"B cell","UBE2L6"
0.00114663962432179,0.545318949533286,0.599,0.606,1,"B cell","HNRNPDL"
0.0013146464879104,0.598425661669938,0.64,0.632,1,"B cell","HMGB1"
0.00225306454755677,0.489924288921397,0.365,0.321,1,"B cell","EVI2B"
0.00364385628196709,0.704103432902856,0.327,0.293,1,"B cell","SEP15"
0.00626261260280612,0.40290845704724,0.509,0.496,1,"B cell","HNRNPK"
0.0072257683727338,0.601226587444779,0.33,0.301,1,"B cell","SPCS2"
0.00794907907024047,0.378910325302261,0.474,0.443,1,"B cell","C11orf31"
1.49473122742085e-208,3.32876201780186,0.983,0.231,2.04987440528495e-204,"CD8+ T","CCL5"
1.82079013109553e-178,4.58143863923074,0.588,0.052,2.49703158578441e-174,"CD8+ T","GZMK"
1.43741647124746e-176,2.39341176112187,0.947,0.215,1.97127294866877e-172,"CD8+ T","NKG7"
4.8406945083063e-170,2.56010977513431,0.797,0.12,6.63852844869126e-166,"CD8+ T","GZMA"
1.06694322057437e-163,2.55039670660039,0.774,0.122,1.46320593269569e-159,"CD8+ T","CST7"
9.97897947379423e-110,2.11657771557808,0.807,0.234,1.36851724503614e-105,"CD8+ T","CTSW"
6.72249855528242e-109,3.38675331197477,0.495,0.069,9.21923451871431e-105,"CD8+ T","CD8A"
8.62080905296892e-98,3.211631990423,0.465,0.07,1.18225775352416e-93,"CD8+ T","KLRG1"
5.71316097057192e-86,2.45260944329268,0.568,0.133,7.83502895504233e-82,"CD8+ T","LYAR"
5.06038665137851e-81,0.677923455665549,1,1,6.9398142537005e-77,"CD8+ T","B2M"
2.41711656105782e-77,3.61846831976695,0.392,0.062,3.3148336518347e-73,"CD8+ T","GZMH"
6.64610202691371e-75,1.48202003173918,0.944,0.502,9.11446431970947e-71,"CD8+ T","IL32"
1.25669879939856e-66,0.869062716588723,0.993,0.98,1.72343673349519e-62,"CD8+ T","HLA-C"
8.76022438597264e-57,1.84876628271409,0.581,0.201,1.20137717229229e-52,"CD8+ T","GZMM"
1.19013507233174e-53,1.20762461093687,0.465,0.116,1.63215123819575e-49,"CD8+ T","PRF1"
3.72229766934447e-52,1.25724768186108,0.874,0.475,5.10475902373901e-48,"CD8+ T","CD3D"
6.54165176694789e-52,0.748890311268145,0.993,0.962,8.97122123319234e-48,"CD8+ T","HLA-A"
5.84730804078634e-43,2.20924488747421,0.372,0.096,8.01899824713439e-39,"CD8+ T","CD8B"
7.08574357537489e-43,1.89993249858844,0.412,0.115,9.71738873926913e-39,"CD8+ T","HOPX"
2.10630438395083e-41,1.11643279659967,0.89,0.61,2.88858583215017e-37,"CD8+ T","PTPRCAP"
1.1117376702425e-37,1.21868250188149,0.774,0.51,1.52463704097056e-33,"CD8+ T","HCST"
1.86620393811773e-36,1.39938855910125,0.329,0.086,2.55931208073466e-32,"CD8+ T","CCL4"
1.23800439754268e-34,0.528264031270979,1,1,1.69779923079003e-30,"CD8+ T","MALAT1"
1.82446135828539e-33,0.582791200855262,0.977,0.944,2.50206630675259e-29,"CD8+ T","HLA-B"
4.92488420699966e-33,1.97535126747382,0.316,0.092,6.75398620147934e-29,"CD8+ T","SAMD3"
9.77337999760052e-31,2.13360866103779,0.445,0.187,1.34032133287093e-26,"CD8+ T","APOBEC3G"
5.2647248878207e-29,2.57170779226341,0.266,0.072,7.22004371115731e-25,"CD8+ T","NCR3"
2.25292061106895e-26,1.16088288232182,0.292,0.086,3.08965532601995e-22,"CD8+ T","FGFBP2"
1.53301513904179e-25,1.03607582357926,0.611,0.329,2.10237696168191e-21,"CD8+ T","LCK"
5.96155707106552e-25,0.938581741627606,0.714,0.48,8.17567936725926e-21,"CD8+ T","CD99"
6.68607272184435e-23,1.69572749474842,0.316,0.115,9.16928013073734e-19,"CD8+ T","C12orf75"
3.75151744112214e-21,0.862944720011818,0.724,0.455,5.14483101875491e-17,"CD8+ T","CD3E"
9.55463453524879e-21,0.470965220696745,0.944,0.865,1.31032258016402e-16,"CD8+ T","MYL12A"
9.58764424495352e-20,1.50271723135391,0.442,0.236,1.31484953175293e-15,"CD8+ T","DUSP2"
2.42345533001222e-19,0.940228958645206,0.661,0.448,3.32352663957875e-15,"CD8+ T","RARRES3"
2.85004295289545e-18,1.59362793484193,0.262,0.098,3.90854890560082e-14,"CD8+ T","CHST12"
3.0911533218054e-18,1.08355907290527,0.495,0.296,4.23920766552393e-14,"CD8+ T","CD2"
9.7713406306259e-18,0.546791624628075,0.944,0.88,1.34004165408404e-13,"CD8+ T","HLA-E"
3.09747351018461e-17,0.275154530780596,0.276,0.101,4.24787517186718e-13,"CD8+ T","GZMB"
1.69193245381224e-15,1.32665951733063,0.259,0.105,2.3203161671581e-11,"CD8+ T","APMAP"
6.45225963782145e-13,0.516807429512576,0.947,0.929,8.84862886730834e-09,"CD8+ T","MT-CYB"
4.52592285450376e-12,0.437694869913479,0.97,0.942,6.20685060266646e-08,"CD8+ T","PFN1"
8.81111649349192e-12,1.34504184193124,0.445,0.295,1.20835651591748e-07,"CD8+ T","LITAF"
1.96317951590315e-11,1.54940528189211,0.262,0.128,2.69230438810958e-07,"CD8+ T","ZAP70"
3.33943778796354e-11,1.48022880014492,0.262,0.128,4.5797049824132e-07,"CD8+ T","TPST2"
3.41424346672156e-11,1.12102328783205,0.309,0.17,4.68229349026195e-07,"CD8+ T","ARPC5L"
8.24245251595553e-11,0.626945684200556,0.757,0.668,1.13036993803814e-06,"CD8+ T","CALM1"
1.03470119396457e-10,1.23530075726404,0.282,0.151,1.41898921740302e-06,"CD8+ T","FYN"
1.22331528183469e-10,0.785747125233793,0.525,0.37,1.67765457750809e-06,"CD8+ T","ID2"
1.89451955866726e-10,1.18924870628056,0.279,0.149,2.59814412275628e-06,"CD8+ T","SLC9A3R1"
2.02100486127264e-10,0.546798162421421,0.412,0.249,2.7716060667493e-06,"CD8+ T","CD247"
2.27219409002476e-10,0.591622878646179,0.638,0.536,3.11608697505995e-06,"CD8+ T","CD53"
5.50670635318308e-10,0.796552358557368,0.555,0.426,7.55189709275527e-06,"CD8+ T","IL2RG"
5.858277386573e-10,1.21197321636838,0.332,0.205,8.03404160794621e-06,"CD8+ T","CD3G"
6.08137928737631e-10,1.00388301615597,0.355,0.222,8.34000355470787e-06,"CD8+ T","MYO1F"
7.48877436358299e-10,0.94146961076531,0.346,0.204,1.02701051622177e-05,"CD8+ T","LAT"
9.66161336490592e-10,0.381156981081113,0.877,0.806,1.3249936568632e-05,"CD8+ T","DDX5"
1.88406141932579e-09,1.61170200380731,0.355,0.228,2.58380183046338e-05,"CD8+ T","C9orf142"
2.14143846147125e-09,0.532041146347585,0.757,0.694,2.93676870606168e-05,"CD8+ T","MYL12B"
2.39965186171037e-09,0.337693658543169,0.874,0.851,3.29088256314959e-05,"CD8+ T","UBC"
2.92743741340159e-09,0.791403746198632,0.392,0.252,4.01468766873894e-05,"CD8+ T","CTSC"
7.18382286138659e-09,0.494002582300695,0.625,0.526,9.85189467210557e-05,"CD8+ T","HSP90AA1"
8.40833365943552e-09,1.17470071242794,0.306,0.187,0.000115311887805499,"CD8+ T","HSPA5"
1.26660684583899e-08,0.988268433520676,0.309,0.184,0.000173702462838359,"CD8+ T","ARL4C"
1.39115292689579e-08,0.471695722960106,0.924,0.89,0.000190782712394489,"CD8+ T","MT-ND2"
1.47510048561862e-08,0.64403398427078,0.694,0.58,0.000202295280597737,"CD8+ T","ANXA1"
1.64329566361854e-08,0.974989622556261,0.392,0.276,0.000225361567308646,"CD8+ T","YWHAQ"
1.7989582290535e-08,0.866594322062654,0.355,0.229,0.000246709131532397,"CD8+ T","PPP2R5C"
2.37315128081722e-08,0.283945819169744,1,0.97,0.000325453966651274,"CD8+ T","RPS27A"
2.46084729483186e-08,1.0046127085066,0.468,0.357,0.000337480598013242,"CD8+ T","BIN2"
3.10457084360182e-08,0.66464626058155,0.449,0.325,0.000425760845491553,"CD8+ T","SEPT7"
3.43160166815826e-08,1.01585667026565,0.286,0.172,0.000470609852771223,"CD8+ T","PIM1"
3.51421209560849e-08,1.20734744046344,0.269,0.157,0.000481939046791748,"CD8+ T","PLEK"
3.65967158089327e-08,0.372493526006758,0.651,0.526,0.000501887360603704,"CD8+ T","GIMAP7"
1.97902573402815e-07,0.77936601508463,0.425,0.32,0.0027140358916462,"CD8+ T","HLA-F"
2.24729911417907e-07,0.582751605752805,0.575,0.464,0.00308194600518517,"CD8+ T","IFITM1"
2.78491553971828e-07,0.594129411878002,0.429,0.304,0.00381923317116965,"CD8+ T","STK17A"
1.33598321213105e-06,0.629297713387246,0.389,0.284,0.0183216737711652,"CD8+ T","ANXA6"
1.73069722921038e-06,0.695439429192737,0.339,0.24,0.0237347818013912,"CD8+ T","TUBA4A"
1.92417543971166e-06,0.503996579017138,0.528,0.446,0.0263881419802058,"CD8+ T","PTPRC"
2.51253761436872e-06,0.856257977330472,0.342,0.239,0.0344569408434526,"CD8+ T","SUN2"
3.50516071419986e-06,0.414633460263874,0.452,0.352,0.0480697740345369,"CD8+ T","RAP1B"
3.69160841886106e-06,0.664875108052688,0.332,0.236,0.0506267178562605,"CD8+ T","HSP90B1"
3.91042653887406e-06,0.484512471110094,0.708,0.645,0.0536275895541188,"CD8+ T","ZFP36L2"
3.99863721478462e-06,0.280386830679776,0.957,0.958,0.0548373107635562,"CD8+ T","MT-ND4"
6.51615575762617e-06,0.309283239961921,0.674,0.591,0.0893625600600853,"CD8+ T","CXCR4"
7.87103199940543e-06,0.807662927602959,0.262,0.172,0.107943332839846,"CD8+ T","RPA2"
1.08243994742081e-05,0.681040282498077,0.362,0.275,0.14844581438929,"CD8+ T","PPP1R18"
2.24395740373686e-05,0.493252486732838,0.545,0.478,0.307736318348473,"CD8+ T","SRSF7"
2.26440597275574e-05,0.893460235062589,0.412,0.329,0.310540635103722,"CD8+ T","PDIA3"
2.35927049859513e-05,0.624276229697194,0.472,0.394,0.323550356177336,"CD8+ T","IL7R"
3.7580370908047e-05,0.709884020515404,0.289,0.204,0.515377206632956,"CD8+ T","BUB3"
4.27613911821541e-05,0.649914290982372,0.389,0.311,0.586429718672062,"CD8+ T","DHRS7"
4.34403132143944e-05,0.416425878632515,0.462,0.356,0.595740455422205,"CD8+ T","CD7"
4.42320966168626e-05,0.56401810946839,0.485,0.404,0.606598973003653,"CD8+ T","CCND3"
4.86576826683579e-05,0.404144840717322,0.787,0.782,0.66729146011386,"CD8+ T","UBB"
5.75684324290758e-05,0.298561738452753,0.522,0.451,0.789493482332346,"CD8+ T","GIMAP4"
7.14426261571743e-05,0.741106842574095,0.289,0.207,0.979764175119488,"CD8+ T","CKLF"
8.21654842691507e-05,0.337230723680981,0.561,0.511,1,"CD8+ T","TMBIM6"
9.35112700093492e-05,0.345300786435688,0.874,0.863,1,"CD8+ T","ACTG1"
9.49838891344082e-05,0.529251226018378,0.306,0.22,1,"CD8+ T","TERF2IP"
9.53689246231934e-05,0.408156035046191,0.538,0.474,1,"CD8+ T","GUK1"
9.6661624271614e-05,0.373979053576734,0.694,0.673,1,"CD8+ T","HSPA8"
0.000107643555656113,0.428895251450595,0.767,0.739,1,"CD8+ T","PPIA"
0.00017521850592198,0.7595622504503,0.299,0.217,1,"CD8+ T","OCIAD2"
0.000217506136112331,0.611320212435168,0.522,0.471,1,"CD8+ T","PPIB"
0.00023114206968897,0.730289878343986,0.279,0.2,1,"CD8+ T","SPOCK2"
0.00029219752868069,0.592700225550882,0.369,0.305,1,"CD8+ T","HNRNPA3"
0.000314040466028749,0.445782411013067,0.535,0.493,1,"CD8+ T","HNRNPK"
0.000395933399342623,0.657331965539465,0.346,0.272,1,"CD8+ T","CALR"
0.000435210828498577,1.44470217520097,0.322,0.259,1,"CD8+ T","TMEM50A"
0.000487147290934648,0.60486721443535,0.279,0.208,1,"CD8+ T","BTN3A2"
0.000514032979189999,0.592215448354808,0.352,0.277,1,"CD8+ T","XBP1"
0.00068428720948547,0.435939998399908,0.498,0.45,1,"CD8+ T","ARL6IP5"
0.000719884912908067,0.528746944209137,0.312,0.243,1,"CD8+ T","BIN1"
0.000801270788357797,0.680408248378961,0.399,0.341,1,"CD8+ T","SNRPB"
0.00104749101076377,0.755173830630363,0.429,0.371,1,"CD8+ T","CMPK1"
0.00104954847101719,0.292779786705375,0.605,0.564,1,"CD8+ T","SNRPD2"
0.0011023055416709,0.496584751827656,0.329,0.27,1,"CD8+ T","MEAF6"
0.00111796177434345,0.52860809210282,0.365,0.298,1,"CD8+ T","KRTCAP2"
0.00131558133720156,0.893578235836337,0.276,0.215,1,"CD8+ T","CAPN2"
0.00131812673472039,0.607578462284477,0.296,0.23,1,"CD8+ T","P4HB"
0.0013338119675794,0.290335070539812,0.548,0.486,1,"CD8+ T","AES"
0.00162248679262727,0.637312230036569,0.409,0.359,1,"CD8+ T","C9orf16"
0.00164313990510334,0.251853562640338,0.621,0.582,1,"CD8+ T","PSMB9"
0.00166623353750096,0.648821971364786,0.252,0.192,1,"CD8+ T","DSTN"
0.00175592898435443,0.291024351396308,0.738,0.703,1,"CD8+ T","CIRBP"
0.00196348624694275,0.286036891942614,0.555,0.499,1,"CD8+ T","YWHAB"
0.00206486033048286,0.614479628736579,0.262,0.201,1,"CD8+ T","WIPF1"
0.00209111800569109,0.451972446644764,0.442,0.393,1,"CD8+ T","TMEM59"
0.00209346824248994,0.523165783595422,0.648,0.635,1,"CD8+ T","IER2"
0.00242557009781156,0.921305460352714,0.346,0.278,1,"CD8+ T","GIMAP5"
0.00245964932762362,0.745408592493764,0.302,0.247,1,"CD8+ T","TMED9"
0.00249593208370925,0.405754567714214,0.425,0.385,1,"CD8+ T","C11orf58"
0.00250944719139454,0.669021679825865,0.266,0.209,1,"CD8+ T","SDHC"
0.00304189699505076,1.17338709051107,0.276,0.22,1,"CD8+ T","CDC37"
0.0035200392691195,0.595775616602438,0.452,0.409,1,"CD8+ T","CAP1"
0.00361967489911117,0.314395840856201,0.601,0.562,1,"CD8+ T","OST4"
0.00386581707788129,0.412308955434569,0.429,0.382,1,"CD8+ T","LCP1"
0.0041978328364667,0.251976278290863,0.658,0.63,1,"CD8+ T","HMGB1"
0.0042431414418105,0.630887501117036,0.279,0.227,1,"CD8+ T","TAP1"
0.00453688818648396,0.380654779340651,0.678,0.647,1,"CD8+ T","KLF6"
0.00480321910823123,0.558152966322542,0.355,0.299,1,"CD8+ T","SPCS2"
0.00573945097037862,0.432214586088048,0.482,0.453,1,"CD8+ T","VAMP2"
0.00580007670432071,0.349800897200346,0.289,0.228,1,"CD8+ T","ALOX5AP"
0.00640427332126853,0.633915917182341,0.252,0.201,1,"CD8+ T","HNRNPR"
0.00818414491279889,0.45378736651448,0.319,0.27,1,"CD8+ T","NCOR1"
0.0097791727877622,0.340020494244788,0.279,0.231,1,"CD8+ T","GADD45B"
0.00984235384501239,0.352758446011123,0.425,0.376,1,"CD8+ T","PEBP1"
0.00999147423516712,0.49419632541859,0.282,0.234,1,"CD8+ T","ARHGEF1"
2.53276262821464e-221,5.51721958078157,0.497,0.008,3.47343066833356e-217,"FCGR3A+ Mono","CDKN1C"
1.43686450776481e-205,4.04209896412007,0.823,0.065,1.97051598594866e-201,"FCGR3A+ Mono","RP11-290F20.3"
2.20544825454294e-203,4.98553272923439,0.56,0.019,3.02455173628019e-199,"FCGR3A+ Mono","HES4"
1.16638660827345e-192,4.36813712506772,0.794,0.07,1.59958259458622e-188,"FCGR3A+ Mono","MS4A7"
5.31520936153934e-189,4.01098414100714,0.96,0.131,7.28927811841505e-185,"FCGR3A+ Mono","FCGR3A"
2.96237420552168e-156,3.31443342132183,0.977,0.173,4.06259998545243e-152,"FCGR3A+ Mono","IFITM3"
3.12375367077162e-155,4.27360312197993,0.531,0.028,4.2839157840962e-151,"FCGR3A+ Mono","LILRA3"
2.43385591200094e-154,5.76225605368911,0.343,0.005,3.33778999771808e-150,"FCGR3A+ Mono","CKB"
8.87303802108641e-138,3.54853848796396,0.657,0.064,1.21684843421179e-133,"FCGR3A+ Mono","LRRC25"
4.93503729200327e-135,3.22722791413364,0.783,0.105,6.76791014225328e-131,"FCGR3A+ Mono","HCK"
1.19532013033101e-134,3.42467985932818,0.697,0.077,1.63926202673594e-130,"FCGR3A+ Mono","PILRA"
1.23807348456413e-134,3.3324038431919,1,0.311,1.69789397673124e-130,"FCGR3A+ Mono","LST1"
3.94404451663337e-133,2.91355059041193,0.954,0.197,5.40886265011101e-129,"FCGR3A+ Mono","SERPINA1"
9.47879225256479e-133,5.07803652785773,0.36,0.011,1.29992156951673e-128,"FCGR3A+ Mono","MS4A4A"
5.919738972535e-129,3.19293537332642,0.846,0.141,8.11833002693449e-125,"FCGR3A+ Mono","RHOC"
8.74133738950753e-129,2.98917235769274,1,0.313,1.19878700959706e-124,"FCGR3A+ Mono","FCER1G"
1.09430716313451e-126,3.60427634559257,0.486,0.031,1.50073284352266e-122,"FCGR3A+ Mono","LILRB1"
2.36262843565731e-125,2.55056279146548,0.926,0.173,3.24010863666044e-121,"FCGR3A+ Mono","CD68"
4.97536490848106e-124,4.02515898623311,0.509,0.038,6.82321543549093e-120,"FCGR3A+ Mono","HMOX1"
2.24732204973345e-122,2.88114391680525,1,0.33,3.08197745900445e-118,"FCGR3A+ Mono","AIF1"
6.0285018768335e-122,3.88308171172055,0.463,0.03,8.26748747388946e-118,"FCGR3A+ Mono","SIGLEC10"
3.09514947733975e-121,3.26430538919793,0.617,0.063,4.24468799322374e-117,"FCGR3A+ Mono","LILRB2"
4.48297027330712e-121,2.56818776829129,0.937,0.18,6.14794543281339e-117,"FCGR3A+ Mono","CFD"
1.02633657712564e-120,3.66652168719358,0.514,0.04,1.4075179818701e-116,"FCGR3A+ Mono","CSF1R"
7.54279635486637e-120,2.7417464378463,0.874,0.167,1.03441909210637e-115,"FCGR3A+ Mono","SPI1"
2.54997882019552e-119,3.72203457058405,0.446,0.028,3.49704095401614e-115,"FCGR3A+ Mono","CTSL"
3.88896570090827e-117,2.89377330442891,0.789,0.121,5.3333275622256e-113,"FCGR3A+ Mono","IFI30"
6.38041784136083e-106,2.92104509300707,0.646,0.082,8.75010502764224e-102,"FCGR3A+ Mono","LILRA5"
1.31285946103467e-99,3.69519094139313,0.394,0.027,1.80045546486295e-95,"FCGR3A+ Mono","CXCL16"
1.14794077969153e-98,2.54566976695343,0.571,0.065,1.57428598526896e-94,"FCGR3A+ Mono","C5AR1"
1.99572453644042e-97,2.60892295593929,0.874,0.2,2.73693662927439e-93,"FCGR3A+ Mono","STXBP2"
4.03583350801382e-97,2.44000554453506,1,0.603,5.53474207289016e-93,"FCGR3A+ Mono","COTL1"
9.00336911733186e-97,3.23444081966472,0.531,0.057,1.23472204075089e-92,"FCGR3A+ Mono","SLC31A2"
2.79349257534697e-95,4.69368658838119,0.274,0.01,3.83099571783084e-91,"FCGR3A+ Mono","BATF3"
3.52845658699978e-95,2.67518557710171,0.926,0.281,4.8389253634115e-91,"FCGR3A+ Mono","CEBPB"
9.24324281017655e-95,2.86221635613259,0.657,0.099,1.26761831898761e-90,"FCGR3A+ Mono","WARS"
1.48223577788254e-94,2.3357380295026,0.56,0.065,2.03273814578812e-90,"FCGR3A+ Mono","MAFB"
3.65059067451065e-90,2.73563316859953,0.914,0.287,5.0064200510239e-86,"FCGR3A+ Mono","TIMP1"
7.53682463703878e-90,3.76529147371318,0.349,0.023,1.0336001307235e-85,"FCGR3A+ Mono","TPPP3"
4.9429778683388e-87,2.31971326550433,0.994,0.562,6.77879984863983e-83,"FCGR3A+ Mono","SAT1"
9.30416152877485e-87,2.74675887931536,0.731,0.138,1.27597271205618e-82,"FCGR3A+ Mono","ABI3"
1.22188765468224e-86,4.43256881812224,0.286,0.014,1.67569672963123e-82,"FCGR3A+ Mono","CTD-2006K23.1"
2.9403626946544e-86,2.10908813628616,0.994,0.475,4.03241339944905e-82,"FCGR3A+ Mono","PSAP"
8.04193393568271e-86,2.14224116218671,1,0.989,1.10287081993953e-81,"FCGR3A+ Mono","FTH1"
1.64706645957015e-85,2.28738193925176,0.789,0.164,2.25878694265451e-81,"FCGR3A+ Mono","BRI3"
1.73793749816865e-85,3.23701692504237,0.406,0.036,2.38340748498849e-81,"FCGR3A+ Mono","CAMK1"
1.74724362031733e-84,2.21632266908734,0.994,0.689,2.39616990090318e-80,"FCGR3A+ Mono","IFITM2"
2.08422087165949e-84,2.54221197159159,0.549,0.073,2.85830050339382e-80,"FCGR3A+ Mono","C19orf38"
2.02686745174992e-83,2.48298976719538,0.76,0.167,2.77964602332983e-79,"FCGR3A+ Mono","BID"
3.39503957175247e-83,2.18404846856918,1,0.489,4.65595726870133e-79,"FCGR3A+ Mono","CTSS"
6.82236941859541e-83,2.08917674258516,0.989,0.494,9.35619742066175e-79,"FCGR3A+ Mono","S100A11"
9.22058825013435e-83,2.15945770009592,0.794,0.166,1.26451147262342e-78,"FCGR3A+ Mono","CFP"
9.0781847725353e-82,2.03374471749728,1,0.355,1.24498225970549e-77,"FCGR3A+ Mono","CST3"
2.78332646046118e-81,2.98491694866488,0.463,0.053,3.81705390787646e-77,"FCGR3A+ Mono","TESC"
1.21239651477568e-80,1.81977703505958,0.971,0.305,1.66268058036337e-76,"FCGR3A+ Mono","TYMP"
5.11893009105678e-80,2.57499912100347,0.589,0.093,7.02010072687526e-76,"FCGR3A+ Mono","APOBEC3A"
1.43655058626451e-78,2.34197823659851,0.663,0.12,1.97008547400315e-74,"FCGR3A+ Mono","LYN"
2.37075369159894e-77,2.07594587690406,1,0.989,3.25125161265878e-73,"FCGR3A+ Mono","FTL"
5.51652617603752e-76,1.84389608909303,1,0.355,7.56536399781785e-72,"FCGR3A+ Mono","TYROBP"
1.17780684386853e-74,1.80635341448592,0.966,0.379,1.6152443056813e-70,"FCGR3A+ Mono","NPC2"
3.07217718090777e-73,2.16598577176076,0.777,0.176,4.21318378589692e-69,"FCGR3A+ Mono","FGR"
5.1805929035161e-73,1.9550330795884,0.577,0.094,7.10466510788198e-69,"FCGR3A+ Mono","FGL2"
4.51833252580979e-72,2.10255703880946,0.783,0.19,6.19644122589555e-68,"FCGR3A+ Mono","FAM26F"
2.40445167140374e-71,2.21684667021666,0.6,0.104,3.29746502216309e-67,"FCGR3A+ Mono","SLC7A7"
3.02271524013804e-71,3.21931943245623,0.326,0.027,4.14535168032531e-67,"FCGR3A+ Mono","PTP4A3"
3.88890829539529e-71,1.39959261834856,1,0.906,5.3332488363051e-67,"FCGR3A+ Mono","OAZ1"
1.51697346767739e-70,3.1749226809338,0.429,0.053,2.08037741357277e-66,"FCGR3A+ Mono","FAM110A"
1.92448715930318e-70,1.78873544471436,0.629,0.112,2.63924169026837e-66,"FCGR3A+ Mono","CDA"
1.9068890022142e-69,2.85780060169344,0.371,0.038,2.61510757763656e-65,"FCGR3A+ Mono","CD300LF"
2.31076047470692e-69,3.60667465237148,0.263,0.016,3.16897691501307e-65,"FCGR3A+ Mono","TCF7L2"
5.97509607461277e-67,2.78017842366281,0.383,0.043,8.19424675672395e-63,"FCGR3A+ Mono","GPBAR1"
6.47582505141254e-67,2.17914286743755,0.549,0.09,8.88094647550716e-63,"FCGR3A+ Mono","PLAUR"
4.56413200773597e-66,1.51919928408226,1,0.799,6.25925063540911e-62,"FCGR3A+ Mono","S100A4"
4.0038796071716e-65,2.32829129894761,0.611,0.123,5.49092049327514e-61,"FCGR3A+ Mono","NINJ1"
1.10211093534724e-64,2.26518480675318,0.623,0.13,1.51143493673521e-60,"FCGR3A+ Mono","HSBP1"
1.74896986730728e-64,1.61646487448909,0.994,0.44,2.39853727602521e-60,"FCGR3A+ Mono","LGALS1"
1.73792005999495e-63,1.99818681633936,0.44,0.06,2.38338357027707e-59,"FCGR3A+ Mono","FCGR2A"
5.24696209957731e-63,2.60582921228938,0.486,0.076,7.19568382336032e-59,"FCGR3A+ Mono","CPPED1"
